Current Time,Latitude,Longitude,Time,GPS_Altitude,GPS_Speed,Number of Satellites
2019-05-18 16:10,46.008923,-72.736252,982527,1309.199951,16.834681,8
2019-05-18 16:10,46.008923,-72.736252,982586,1309.199951,16.834681,8
2019-05-18 16:10,46.008923,-72.736252,982644,1309.199951,16.834681,8
2019-05-18 16:10,46.008881,-72.736290,982702,1322.000000,16.834681,8
2019-05-18 16:10,46.8,-72.736382,983694,1365.300049,57.523121,9
2019-05-18 16:10,46.008678,-72.736382,983752,1365.300049,57.189762,9
2019-05-18 16:10,46.008678,-72.736382,983811,1365.300049,57.189762,9
2019-05-18 16:10,46.008678,-72.736382,983869,1369.099976,57.189762,9
2019-05-18 16:10,46.008640,-72.736366,984919,1372.400024,45.262882,9
2019-05-18 16:10,46.008640,-72.736366,984977,1372.400024,42.596001,9
2019-05-18 16:10,46.008640,-72.736366,985036,1372.400024,42.596001,9
2019-05-18 16:10,46.008640,-72.736366,984919,1372.400024,45.262882,9
2019-05-18 16:10,46.008640,-72.736366,984977,1372.400024,42.596001,9
2019-05-18 16:10,46.008640,-72.736366,985036,1372.400024,42.596001,9
2019-05-18 16:10,46.008629,-72.736359,985094,1372.500000,42.596001,9
2019-05-18 16:10,46.008629,-72.736359,985152,1372.500000,44.188721,9
2019-05-18 16:10,46.008629,-72.736359,985211,1372.500000,44.188721,9
2019-05-18 16:10,46.008621,-72.736359,985269,1372.199951,44.188721,9
2019-05-18 16:10,46.008621,-72.736359,985327,1372.199951,27.039200,9
2019-05-18 16:10,46.008640,-72.736382,985911,1365.199951,40.781040,9
2019-05-18 16:10,46.008640,-72.736382,985969,1365.199951,39.262402,9
2019-05-18 16:10,46.008640,-72.736382,986027,1365.199951,39.262402,9
2019-05-18 16:10,46.008652,-72.736397,986086,1362.500000,39.262402,9
2019-05-18 16:10,46.008671,-72.736412,986727,1351.099976,35.632481,9
2019-05-18 16:10,46.008671,-72.736412,986786,1351.099976,35.502838,9
2019-05-18 16:10,46.008671,-72.736412,986861,1351.099976,35.502838,9
2019-05-18 16:10,46.008671,-72.736412,986902,1351.099976,35.502838,9
2019-05-18 16:10,46.008671,-72.736412,986,1335.500000,42.855278,9
2019-05-18 16:10,46.008610,-72.736382,988127,1335.500000,42.855278,9
2019-05-18 16:10,46.008610,-72.736382,988186,1335.500000,44.299839,9
2019-05-18 16:10,46.008610,-72.736382,988244,1335.500000,44.299839,9
2019-05-18 16:10,46.008598,-72.736374,988302,1332.699951,44.299839,9
2019-05-18 16:10,46.008610,-72.736382,988127,1335.500000,42.855278,9
2019-05-18 16:10,46.008610,-72.736382,988186,1335.500000,44.299839,9
2019-05-18 16:10,46.008610,-72.736382,988244,1335.500000,44.299839,9
2019-05-18 16:10,46.008598,-72.736374,988302,1332.699951,44.299839,9
2019-05-18 16:10,46.008453,-72.736092,992306,1258.199951,66.579399,9
2019-05-18 16:10,46.008453,-72.736092,992365,1258.199951,68.023956,9
2019-05-18 16:11,46.008453,-72.736092,992306,1258.199951,66.579399,9
2019-05-18 16:11,46.008453,-72.736092,992365,1258.199951,68.023956,9
2019-05-18 16:11,46.008423,-72.736015,993006,1250.500000,69.412956,9
2019-05-18 16:11,46.008427,-72.736008,993065,1245.400024,69.412956,9
2019-05-18 16:11,46.008427,-72.736008,993123,1245.400024,69.412956,9
2019-05-18 16:11,46.008423,-72.736015,993006,1250.500000,69.412956,9
2019-05-18 16:11,46.008427,-72.736008,993065,1245.400024,69.412956,9
2019-05-18 16:11,46.008427,-72.736008,993123,1245.400024,69.412956,9
2019-05-18 16:11,46.008423,-72.736015,993006,1250.500000,69.412956,9
2019-05-18 16:11,46.008427,-72.736008,993065,1245.400024,69.412956,9
2019-05-18 16:11,46.008427,-72.736008,993123,1245.400024,69.412956,9
2019-05-18 16:11,46.008430,-72.735970,993823,1231.099976,70.801956,9
2019-05-18 16:11,46.008423,-72.735947,993881,1228.099976,70.801956,9
2019-05-18 16:11,46.008423,-72.735947,993940,1228.099976,70.727882,9
2019-05-18 16:11,46.008423,-72.735947,993998,1228.099976,70.727882,9
2019-05-18 16:11,46.008430,-72.735970,993823,1231.099976,70.801956,9
2019-05-18 16:11,46.008423,-72.735947,993881,1228.099976,70.801956,9
2019-05-18 16:11,46.008423,-72.735947,993940,1228.099976,70.727882,9
2019-05-18 16:11,46.008423,-72.735947,993998,1228.099976,70.727882,9
2019-05-18 16:11,46.008404,-72.735870,995281,1201.199951,70.431557,9
2019-05-18 16:11,46.008404,-72.735870,995340,1201.199951,69.579636,9
2019-05-18 16:11,46.008404,-72.735870,995398,1201.199951,69.579636,9
2019-05-18 16:11,46.008408,-72.735863,995456,1196.699951,69.579636,9
